Threatened species,Year,Series,Value
Solomon Islands,2018,Threatened Species: Vertebrates (number),75
Solomon Islands,2019,Threatened Species: Vertebrates (number),77
Solomon Islands,2020,Threatened Species: Vertebrates (number),82
Solomon Islands,2004,Threatened Species: Invertebrates (number),6
Solomon Islands,2010,Threatened Species: Invertebrates (number),141
Solomon Islands,2016,Threatened Species: Invertebrates (number),151
Solomon Islands,2017,Threatened Species: Invertebrates (number),151
Solomon Islands,2018,Threatened Species: Invertebrates (number),151
Solomon Islands,2019,Threatened Species: Invertebrates (number),150
Solomon Islands,2020,Threatened Species: Invertebrates (number),150
Solomon Islands,2004,Threatened Species: Plants (number),16
Solomon Islands,2010,Threatened Species: Plants (number),16
Solomon Islands,2016,Threatened Species: Plants (number),17
Solomon Islands,2017,Threatened Species: Plants (number),17
Solomon Islands,2018,Threatened Species: Plants (number),16
Solomon Islands,2019,Threatened Species: Plants (number),16
Solomon Islands,2020,Threatened Species: Plants (number),24
Solomon Islands,2004,Threatened Species: Total (number),74
Solomon Islands,2010,Threatened Species: Total (number),220
Solomon Islands,2016,Threatened Species: Total (number),243
Solomon Islands,2017,Threatened Species: Total (number),245
Solomon Islands,2018,Threatened Species: Total (number),242
Solomon Islands,2019,Threatened Species: Total (number),243
Solomon Islands,2020,Threatened Species: Total (number),256
Somalia,2004,Threatened Species: Vertebrates (number),46
Somalia,2010,Threatened Species: Vertebrates (number),56
Somalia,2016,Threatened Species: Vertebrates (number),66
Somalia,2017,Threatened Species: Vertebrates (number),67
Somalia,2018,Threatened Species: Vertebrates (number),71
Somalia,2019,Threatened Species: Vertebrates (number),76
Somalia,2020,Threatened Species: Vertebrates (number),84
Somalia,2004,Threatened Species: Invertebrates (number),1
Somalia,2010,Threatened Species: Invertebrates (number),51
Somalia,2016,Threatened Species: Invertebrates (number),62
Somalia,2017,Threatened Species: Invertebrates (number),62
Somalia,2018,Threatened Species: Invertebrates (number),62
Somalia,2019,Threatened Species: Invertebrates (number),62
Somalia,2020,Threatened Species: Invertebrates (number),62
Somalia,2004,Threatened Species: Plants (number),17
Somalia,2010,Threatened Species: Plants (number),21
Somalia,2016,Threatened Species: Plants (number),43
Somalia,2017,Threatened Species: Plants (number),46
Somalia,2018,Threatened Species: Plants (number),46
Somalia,2019,Threatened Species: Plants (number),49
Somalia,2020,Threatened Species: Plants (number),53
Somalia,2004,Threatened Species: Total (number),64
Somalia,2010,Threatened Species: Total (number),128
Somalia,2016,Threatened Species: Total (number),171
Somalia,2017,Threatened Species: Total (number),175
Somalia,2018,Threatened Species: Total (number),179
Somalia,2019,Threatened Species: Total (number),187
Somalia,2020,Threatened Species: Total (number),199
South Africa,2004,Threatened Species: Vertebrates (number),155
South Africa,2010,Threatened Species: Vertebrates (number),185
South Africa,2016,Threatened Species: Vertebrates (number),219
South Africa,2017,Threatened Species: Vertebrates (number),233
South Africa,2018,Threatened Species: Vertebrates (number),248
South Africa,2019,Threatened Species: Vertebrates (number),242
South Africa,2020,Threatened Species: Vertebrates (number),247
South Africa,2004,Threatened Species: Invertebrates (number),127
South Africa,2010,Threatened Species: Invertebrates (number),159
South Africa,2016,Threatened Species: Invertebrates (number),202
South Africa,2017,Threatened Species: Invertebrates (number),202
South Africa,2018,Threatened Species: Invertebrates (number),208
South Africa,2019,Threatened Species: Invertebrates (number),208
South Africa,2020,Threatened Species: Invertebrates (number),196
South Africa,2004,Threatened Species: Plants (number),75
South Africa,2010,Threatened Species: Plants (number),97
South Africa,2016,Threatened Species: Plants (number),116
South Africa,2017,Threatened Species: Plants (number),146
South Africa,2018,Threatened Species: Plants (number),151
South Africa,2019,Threatened Species: Plants (number),153
South Africa,2020,Threatened Species: Plants (number),154
South Africa,2004,Threatened Species: Total (number),357
South Africa,2010,Threatened Species: Total (number),441
South Africa,2016,Threatened Species: Total (number),537
South Africa,2017,Threatened Species: Total (number),581
South Africa,2018,Threatened Species: Total (number),607
South Africa,2019,Threatened Species: Total (number),603
South Africa,2020,Threatened Species: Total (number),597
South Georgia & Sandwich Is.,2004,Threatened Species: Vertebrates (number),12
South Georgia & Sandwich Is.,2010,Threatened Species: Vertebrates (number),10
South Georgia & Sandwich Is.,2016,Threatened Species: Vertebrates (number),9
South Georgia & Sandwich Is.,2017,Threatened Species: Vertebrates (number),9
South Georgia & Sandwich Is.,2018,Threatened Species: Vertebrates (number),9
South Georgia & Sandwich Is.,2019,Threatened Species: Vertebrates (number),9
South Georgia & Sandwich Is.,2020,Threatened Species: Vertebrates (number),9
South Georgia & Sandwich Is.,2004,Threatened Species: Invertebrates (number),0
South Georgia & Sandwich Is.,2010,Threatened Species: Invertebrates (number),0
South Georgia & Sandwich Is.,2016,Threatened Species: Invertebrates (number),0
South Georgia & Sandwich Is.,2017,Threatened Species: Invertebrates (number),0
South Georgia & Sandwich Is.,2018,Threatened Species: Invertebrates (number),0
South Georgia & Sandwich Is.,2019,Threatened Species: Invertebrates (number),0
South Georgia & Sandwich Is.,2020,Threatened Species: Invertebrates (number),0
South Georgia & Sandwich Is.,2004,Threatened Species: Plants (number),0
South Georgia & Sandwich Is.,2010,Threatened Species: Plants (number),0
South Georgia & Sandwich Is.,2016,Threatened Species: Plants (number),0
South Georgia & Sandwich Is.,2017,Threatened Species: Plants (number),0
South Georgia & Sandwich Is.,2018,Threatened Species: Plants (number),0
South Georgia & Sandwich Is.,2019,Threatened Species: Plants (number),0
South Georgia & Sandwich Is.,2020,Threatened Species: Plants (number),0
South Georgia & Sandwich Is.,2004,Threatened Species: Total (number),12
South Georgia & Sandwich Is.,2010,Threatened Species: Total (number),10
South Georgia & Sandwich Is.,2016,Threatened Species: Total (number),9
South Georgia & Sandwich Is.,2017,Threatened Species: Total (number),9
South Georgia & Sandwich Is.,2018,Threatened Species: Total (number),9
South Georgia & Sandwich Is.,2019,Threatened Species: Total (number),9
South Georgia & Sandwich Is.,2020,Threatened Species: Total (number),9
South Sudan,2016,Threatened Species: Vertebrates (number),30
South Sudan,2017,Threatened Species: Vertebrates (number),34
South Sudan,2018,Threatened Species: Vertebrates (number),36
South Sudan,2019,Threatened Species: Vertebrates (number),39
South Sudan,2020,Threatened Species: Vertebrates (number),42
South Sudan,2016,Threatened Species: Invertebrates (number),0
South Sudan,2017,Threatened Species: Invertebrates (number),0
South Sudan,2018,Threatened Species: Invertebrates (number),1
South Sudan,2019,Threatened Species: Invertebrates (number),1
South Sudan,2020,Threatened Species: Invertebrates (number),1
South Sudan,2016,Threatened Species: Plants (number),15
South Sudan,2017,Threatened Species: Plants (number),15
South Sudan,2018,Threatened Species: Plants (number),16
South Sudan,2019,Threatened Species: Plants (number),17
South Sudan,2020,Threatened Species: Plants (number),18
South Sudan,2016,Threatened Species: Total (number),45
South Sudan,2017,Threatened Species: Total (number),49
South Sudan,2018,Threatened Species: Total (number),53
South Sudan,2019,Threatened Species: Total (number),57
South Sudan,2020,Threatened Species: Total (number),61
Spain,2004,Threatened Species: Vertebrates (number),76
Spain,2010,Threatened Species: Vertebrates (number),118
Spain,2016,Threatened Species: Vertebrates (number),135
Spain,2017,Threatened Species: Vertebrates (number),138
Spain,2018,Threatened Species: Vertebrates (number),142
Spain,2019,Threatened Species: Vertebrates (number),142
Spain,2020,Threatened Species: Vertebrates (number),143
Spain,2004,Threatened Species: Invertebrates (number),63
Spain,2010,Threatened Species: Invertebrates (number),67
Spain,2016,Threatened Species: Invertebrates (number),236
Spain,2017,Threatened Species: Invertebrates (number),258
Spain,2018,Threatened Species: Invertebrates (number),288
Spain,2019,Threatened Species: Invertebrates (number),288
Spain,2020,Threatened Species: Invertebrates (number),290
Spain,2004,Threatened Species: Plants (number),14
Spain,2010,Threatened Species: Plants (number),55
Spain,2016,Threatened Species: Plants (number),221
Spain,2017,Threatened Species: Plants (number),221
Spain,2018,Threatened Species: Plants (number),251
Spain,2019,Threatened Species: Plants (number),306
Spain,2020,Threatened Species: Plants (number),319
Spain,2004,Threatened Species: Total (number),153
Spain,2010,Threatened Species: Total (number),240
Spain,2016,Threatened Species: Total (number),592
Spain,2017,Threatened Species: Total (number),617
Spain,2018,Threatened Species: Total (number),681
Spain,2019,Threatened Species: Total (number),736
Spain,2020,Threatened Species: Total (number),752
Sri Lanka,2004,Threatened Species: Vertebrates (number),112
Sri Lanka,2010,Threatened Species: Vertebrates (number),149
Sri Lanka,2016,Threatened Species: Vertebrates (number),167
Sri Lanka,2017,Threatened Species: Vertebrates (number),167
Sri Lanka,2018,Threatened Species: Vertebrates (number),172
Sri Lanka,2019,Threatened Species: Vertebrates (number),175
Sri Lanka,2020,Threatened Species: Vertebrates (number),213
Sri Lanka,2004,Threatened Species: Invertebrates (number),2
Sri Lanka,2010,Threatened Species: Invertebrates (number),120
Sri Lanka,2016,Threatened Species: Invertebrates (number),130
Sri Lanka,2017,Threatened Species: Invertebrates (number),130
Sri Lanka,2018,Threatened Species: Invertebrates (number),130
Sri Lanka,2019,Threatened Species: Invertebrates (number),129
Sri Lanka,2020,Threatened Species: Invertebrates (number),130
Sri Lanka,2004,Threatened Species: Plants (number),280
Sri Lanka,2010,Threatened Species: Plants (number),283
Sri Lanka,2016,Threatened Species: Plants (number),291
Sri Lanka,2017,Threatened Species: Plants (number),290
Sri Lanka,2018,Threatened Species: Plants (number),294
Sri Lanka,2019,Threatened Species: Plants (number),298
Sri Lanka,2020,Threatened Species: Plants (number),298
Sri Lanka,2004,Threatened Species: Total (number),394
Sri Lanka,2010,Threatened Species: Total (number),552
Sri Lanka,2016,Threatened Species: Total (number),588
Sri Lanka,2017,Threatened Species: Total (number),587
Sri Lanka,2018,Threatened Species: Total (number),596
Sri Lanka,2019,Threatened Species: Total (number),602
Sri Lanka,2020,Threatened Species: Total (number),641
State of Palestine,2004,Threatened Species: Vertebrates (number),4
State of Palestine,2010,Threatened Species: Vertebrates (number),16
State of Palestine,2016,Threatened Species: Vertebrates (number),23
State of Palestine,2017,Threatened Species: Vertebrates (number),24
State of Palestine,2018,Threatened Species: Vertebrates (number),26
State of Palestine,2019,Threatened Species: Vertebrates (number),25
State of Palestine,2020,Threatened Species: Vertebrates (number),25
State of Palestine,2004,Threatened Species: Invertebrates (number),0
State of Palestine,2010,Threatened Species: Invertebrates (number),2
State of Palestine,2016,Threatened Species: Invertebrates (number),4
State of Palestine,2017,Threatened Species: Invertebrates (number),4
State of Palestine,2018,Threatened Species: Invertebrates (number),4
State of Palestine,2019,Threatened Species: Invertebrates (number),4
State of Palestine,2020,Threatened Species: Invertebrates (number),4
State of Palestine,2004,Threatened Species: Plants (number),0
State of Palestine,2010,Threatened Species: Plants (number),0
State of Palestine,2016,Threatened Species: Plants (number),3
State of Palestine,2017,Threatened Species: Plants (number),3
State of Palestine,2018,Threatened Species: Plants (number),6
State of Palestine,2019,Threatened Species: Plants (number),10
State of Palestine,2020,Threatened Species: Plants (number),10
State of Palestine,2004,Threatened Species: Total (number),4
State of Palestine,2010,Threatened Species: Total (number),18
State of Palestine,2016,Threatened Species: Total (number),30
State of Palestine,2017,Threatened Species: Total (number),31
State of Palestine,2018,Threatened Species: Total (number),36
State of Palestine,2019,Threatened Species: Total (number),39
State of Palestine,2020,Threatened Species: Total (number),39
Sudan,2004,Threatened Species: Vertebrates (number),36
Sudan,2010,Threatened Species: Vertebrates (number),49
Sudan,2016,Threatened Species: Vertebrates (number),63
Sudan,2017,Threatened Species: Vertebrates (number),67
Sudan,2018,Threatened Species: Vertebrates (number),73
Sudan,2019,Threatened Species: Vertebrates (number),82
Sudan,2020,Threatened Species: Vertebrates (number),89
Sudan,2004,Threatened Species: Invertebrates (number),2
Sudan,2010,Threatened Species: Invertebrates (number),45
Sudan,2016,Threatened Species: Invertebrates (number),50
Sudan,2017,Threatened Species: Invertebrates (number),50
Sudan,2018,Threatened Species: Invertebrates (number),50
Sudan,2019,Threatened Species: Invertebrates (number),50
Sudan,2020,Threatened Species: Invertebrates (number),50
Sudan,2004,Threatened Species: Plants (number),17
Sudan,2010,Threatened Species: Plants (number),18
Sudan,2016,Threatened Species: Plants (number),16
